CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE327996,08/06/2021 08:00:00 AM,024XX S WESTERN AVE,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,N,N,1034,25,05,1160749,1887930,41.848172835,-87.68553208,"(41.848172835, -87.68553208)"
JE328025,08/06/2021 08:00:00 AM,070XX S YALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,731,6,14,1175843,1858259,41.766427022,-87.631026525,"(41.766427022, -87.631026525)"
JE327975,08/06/2021 08:00:00 AM,019XX N KEYSTONE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,2534,35,14,1149073,1912565,41.916007718,-87.72774592,"(41.916007718, -87.72774592)"
JE329491,08/06/2021 08:00:00 AM,058XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,232,20,08B,1179919,1866481,41.788896709,-87.615835136,"(41.788896709, -87.615835136)"
JE328370,08/06/2021 08:00:00 AM,039XX W 63RD PL,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,APARTMENT,N,Y,823,13,17,1151256,1862200,41.777757313,-87.721044917,"(41.777757313, -87.721044917)"
JE327965,08/06/2021 08:09:00 AM,079XX S LAFAYETTE AVE,0860,THEFT,RETAIL THEFT,GAS STATION,N,N,623,17,06,1177312,1852570,41.750782715,-87.625813624,"(41.750782715, -87.625813624)"
JE328023,08/06/2021 08:15:00 AM,002XX E RANDOLPH ST,0810,THEFT,OVER $500,PARK PROPERTY,N,N,114,42,06,1178161,1901235,41.884304356,-87.62122461,"(41.884304356, -87.62122461)"
JE327982,08/06/2021 08:20:00 AM,026XX N CENTRAL AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,2514,30,04A,1138588,1917159,41.928810863,-87.766156055,"(41.928810863, -87.766156055)"
JE335228,08/06/2021 08:30:00 AM,070XX S EUCLID AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,332,5,08B,1190430,1858573,41.766949387,-87.577550363,"(41.766949387, -87.577550363)"
JE328127,08/06/2021 08:47:00 AM,014XX W WINNEMAC AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,2033,47,11,1165512,1933596,41.973383403,-87.666749157,"(41.973383403, -87.666749157)"
JE328022,08/06/2021 08:50:00 AM,058XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,232,20,08B,1178152,1866426,41.788786066,-87.622315729,"(41.788786066, -87.622315729)"
JE327997,08/06/2021 08:57:00 AM,068XX S HONORE ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,N,726,17,04A,1165198,1859326,41.769586902,-87.670014276,"(41.769586902, -87.670014276)"
JE330351,08/06/2021 09:00:00 AM,104XX S MUSKEGON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,434,10,07,1196797,1836252,41.705542867,-87.554953187,"(41.705542867, -87.554953187)"
JE328363,08/06/2021 09:00:00 AM,085XX S TRIPP AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,834,18,11,1149568,1847684,41.737955747,-87.727607936,"(41.737955747, -87.727607936)"
JE328912,08/06/2021 09:00:00 AM,044XX S HOMAN AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,N,N,821,14,02,1154433,1874939,41.812652292,-87.709058705,"(41.812652292, -87.709058705)"
JE332957,08/06/2021 09:00:00 AM,017XX N LINDER AVE,0460,BATTERY,SIMPLE,RESIDENCE,N,N,2532,37,08B,1139464,1911001,41.911896686,-87.763087466,"(41.911896686, -87.763087466)"
JE328020,08/06/2021 09:19:00 AM,027XX W GREENLEAF AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2411,50,06,1156740,1946650,42.009386915,-87.698650136,"(42.009386915, -87.698650136)"
JE328037,08/06/2021 09:20:00 AM,039XX N PINE GROVE AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,Y,N,1925,46,26,1170694,1926410,41.953552585,-87.647905229,"(41.953552585, -87.647905229)"
JE328075,08/06/2021 09:22:00 AM,0000X W 112TH ST,0560,ASSAULT,SIMPLE,APARTMENT,N,N,522,34,08A,1177983,1830703,41.690761628,-87.624014992,"(41.690761628, -87.624014992)"
JE328079,08/06/2021 09:24:00 AM,053XX W MADISON ST,5131,OTHER OFFENSE,VIOLENT OFFENDER - ANNUAL REGISTRATION,STREET,Y,N,1522,29,26,1140894,1899508,41.880332311,-87.758117071,"(41.880332311, -87.758117071)"
JE328055,08/06/2021 09:26:00 AM,064XX S MARSHFIELD AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,725,15,05,1166431,1862035,41.776994567,-87.665417521,"(41.776994567, -87.665417521)"
JE328051,08/06/2021 09:27:00 AM,004XX S KEDZIE AVE,0460,BATTERY,SIMPLE,CONVENIENCE STORE,Y,N,1134,28,08B,1155111,1897722,41.875158002,-87.70596131,"(41.875158002, -87.70596131)"
JE328063,08/06/2021 09:30:00 AM,078XX S SOUTH SHORE DR,1365,CRIMINAL TRESPASS,TO RESIDENCE,SIDEWALK,N,N,421,7,26,1197898,1853963,41.754115911,-87.55033154,"(41.754115911, -87.55033154)"
JE329117,08/06/2021 09:30:00 AM,044XX N BROADWAY,0890,THEFT,FROM BUILDING,GROCERY FOOD STORE,N,N,1913,46,06,1168469,1929861,41.963070794,-87.655984213,"(41.963070794, -87.655984213)"
JE328256,08/06/2021 09:30:00 AM,064XX S WHIPPLE ST,0820,THEFT,$500 AND UNDER,STREET,N,N,823,17,06,1157161,1861692,41.776245872,-87.6994106,"(41.776245872, -87.6994106)"
JE328048,08/06/2021 09:35:00 AM,001XX W DIVISION ST,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,N,N,1824,27,04A,1175156,1908348,41.903890702,-87.632045722,"(41.903890702, -87.632045722)"
JE328109,08/06/2021 09:35:00 AM,054XX W FERDINAND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,1523,37,08B,1139951,1902621,41.888892069,-87.761503549,"(41.888892069, -87.761503549)"
JE328060,08/06/2021 09:38:00 AM,026XX W 23RD PL,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,1034,12,08A,1159146,1888301,41.849223931,-87.691405007,"(41.849223931, -87.691405007)"
JE328049,08/06/2021 09:40:00 AM,055XX S ASHLAND AVE,0545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA BUS,N,N,715,16,08A,1166618,1867957,41.793241282,-87.664563122,"(41.793241282, -87.664563122)"
JE328046,08/06/2021 09:45:00 AM,009XX N LONG AVE,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),N,Y,1524,37,08A,1140146,1905592,41.897041288,-87.760714608,"(41.897041288, -87.760714608)"
JE328078,08/06/2021 09:45:00 AM,064XX S LOWE AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,723,20,04B,1173144,1862203,41.777309867,-87.640802922,"(41.777309867, -87.640802922)"
JE329294,08/06/2021 10:00:00 AM,016XX E 72ND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,324,7,14,1188565,1857572,41.764247324,-87.584418173,"(41.764247324, -87.584418173)"
JE330532,08/06/2021 10:00:00 AM,056XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,2515,30,06,1138562,1915397,41.923976215,-87.766294416,"(41.923976215, -87.766294416)"
JE332941,08/06/2021 10:00:00 AM,075XX W HORTENSE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,Y,1612,41,26,1125194,1941705,41.996400457,-87.81482986,"(41.996400457, -87.81482986)"
JE328164,08/06/2021 10:00:00 AM,025XX S SPRINGFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1013,22,07,1150788,1886607,41.844742732,-87.722124257,"(41.844742732, -87.722124257)"
JE332949,08/06/2021 10:00:00 AM,055XX W VAN BUREN ST,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,1522,29,06,1139730,1897469,41.874758358,-87.762441019,"(41.874758358, -87.762441019)"
JE330510,08/06/2021 10:00:00 AM,021XX S HOMAN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1024,24,06,1154027,1889593,41.852872798,-87.710157994,"(41.852872798, -87.710157994)"
JE328368,08/06/2021 10:00:00 AM,047XX N BEACON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1913,46,14,1166206,1931610,41.967918903,-87.664254201,"(41.967918903, -87.664254201)"
JE328113,08/06/2021 10:12:00 AM,079XX S SAGINAW AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,Y,Y,422,7,26,1195225,1852886,41.75122688,-87.560162461,"(41.75122688, -87.560162461)"
JE328099,08/06/2021 10:13:00 AM,016XX N ELSTON AVE,0560,ASSAULT,SIMPLE,STREET,N,N,1433,2,08A,1166889,1910859,41.910962486,-87.662340099,"(41.910962486, -87.662340099)"
JE328308,08/06/2021 10:15:00 AM,019XX W IRVING PARK RD,0460,BATTERY,SIMPLE,RESTAURANT,N,N,1922,47,08B,1162796,1926577,41.954180506,-87.676934234,"(41.954180506, -87.676934234)"
JE328083,08/06/2021 10:15:00 AM,063XX W FOSTER AVE,0460,BATTERY,SIMPLE,GAS STATION,N,N,1622,45,08B,1133055,1934195,41.975658086,-87.786088647,"(41.975658086, -87.786088647)"
JE328076,08/06/2021 10:15:00 AM,009XX W WEED ST,0810,THEFT,OVER $500,DEPARTMENT STORE,N,N,1822,27,06,1169814,1910460,41.909804314,-87.651606387,"(41.909804314, -87.651606387)"
JE328106,08/06/2021 10:20:00 AM,075XX S COLES AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,421,7,06,1195686,1855945,41.759609622,-87.558372185,"(41.759609622, -87.558372185)"
JE328105,08/06/2021 10:20:00 AM,020XX W CHICAGO AVE,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,Y,N,1221,1,26,1162692,1905336,41.895896023,-87.677913394,"(41.895896023, -87.677913394)"
JE328149,08/06/2021 10:29:00 AM,029XX W 82ND ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,RESIDENCE,N,Y,835,18,20,1157989,1850099,41.744416113,-87.696689712,"(41.744416113, -87.696689712)"
JE328157,08/06/2021 10:30:00 AM,063XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,312,20,08B,1180014,1862897,41.779059693,-87.615596501,"(41.779059693, -87.615596501)"
JE328104,08/06/2021 10:32:00 AM,016XX S HOMAN AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,N,N,1021,24,08B,1153975,1891391,41.857807752,-87.710300968,"(41.857807752, -87.710300968)"
JE328102,08/06/2021 10:33:00 AM,011XX W 63RD ST,1360,CRIMINAL TRESPASS,TO VEHICLE,ALLEY,N,N,724,16,26,1169601,1863016,41.779618399,-87.653767961,"(41.779618399, -87.653767961)"
JE328126,08/06/2021 10:35:00 AM,069XX W ADDISON ST,1570,SEX OFFENSE,PUBLIC INDECENCY,PARK PROPERTY,N,N,1632,38,17,1129349,1923145,41.945399848,-87.799970169,"(41.945399848, -87.799970169)"
JE328120,08/06/2021 10:35:00 AM,047XX N ASHLAND AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,PARK PROPERTY,N,Y,1912,47,20,1164805,1931449,41.96750702,-87.669410137,"(41.96750702, -87.669410137)"
JE328107,08/06/2021 10:40:00 AM,059XX W 63RD PL,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,812,13,08A,1137980,1861807,41.776927935,-87.769725338,"(41.776927935, -87.769725338)"
JE330535,08/06/2021 10:45:00 AM,048XX W CORTLAND ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,N,N,2533,36,10,1143641,1912191,41.915084941,-87.74771236,"(41.915084941, -87.74771236)"
JE328132,08/06/2021 10:45:00 AM,072XX S ASHLAND AVE,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),N,N,735,17,08A,1166940,1856533,41.761885494,-87.663708574,"(41.761885494, -87.663708574)"
JE328142,08/06/2021 10:50:00 AM,0000X W HURON ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,1832,2,06,1175978,1905065,41.89486351,-87.629125336,"(41.89486351, -87.629125336)"
JE332654,08/06/2021 11:00:00 AM,004XX W BELMONT AVE,0890,THEFT,FROM BUILDING,RESIDENCE - GARAGE,N,N,1925,44,06,,,,,
JE328146,08/06/2021 11:00:00 AM,094XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,2221,21,06,1167325,1842212,41.722578383,-87.662706548,"(41.722578383, -87.662706548)"
JE328716,08/06/2021 11:00:00 AM,006XX W ALDINE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,Y,1925,44,08A,1171420,1922153,41.941855263,-87.645362016,"(41.941855263, -87.645362016)"
JE329417,08/06/2021 11:00:00 AM,014XX S CANAL ST,0890,THEFT,FROM BUILDING,OTHER RAILROAD PROPERTY / TRAIN DEPOT,N,N,124,11,06,1173362,1893147,41.862218265,-87.639087164,"(41.862218265, -87.639087164)"
JE328404,08/06/2021 11:00:00 AM,035XX N CICERO AVE,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,N,N,1731,30,06,1143751,1923112,41.945051173,-87.747033864,"(41.945051173, -87.747033864)"
JE331610,08/06/2021 11:00:00 AM,003XX W WACKER DR,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,N,N,122,42,08B,1174120,1901942,41.886335464,-87.636042402,"(41.886335464, -87.636042402)"
JE328184,08/06/2021 11:06:00 AM,057XX W 64TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,812,13,08B,1139294,1861210,41.775265926,-87.764922619,"(41.775265926, -87.764922619)"
JE328159,08/06/2021 11:10:00 AM,016XX W LAKE ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,CTA TRAIN,N,N,1215,27,04B,1165537,1901501,41.885312381,-87.667573631,"(41.885312381, -87.667573631)"
JE332593,08/06/2021 11:15:00 AM,088XX S HAMILTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2221,19,14,1163564,1846247,41.733730634,-87.676369881,"(41.733730634, -87.676369881)"
JE328283,08/06/2021 11:15:00 AM,045XX N CLARENDON AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,PARK PROPERTY,N,Y,1914,46,20,1170102,1930169,41.963880376,-87.649971265,"(41.963880376, -87.649971265)"
JE328220,08/06/2021 11:20:00 AM,025XX E 85TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,423,7,08B,1194731,1849111,41.740880142,-87.562096678,"(41.740880142, -87.562096678)"
JE328192,08/06/2021 11:20:00 AM,047XX N SAWYER AVE,0560,ASSAULT,SIMPLE,STREET,N,N,1713,33,08A,1153860,1931236,41.967148215,-87.709659586,"(41.967148215, -87.709659586)"
JE328202,08/06/2021 11:22:00 AM,039XX W FILLMORE ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),VACANT LOT / LAND,Y,N,1132,24,18,1150202,1895080,41.8680051,-87.724054164,"(41.8680051, -87.724054164)"
JE328400,08/06/2021 11:23:00 AM,081XX S MARSHFIELD AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,614,21,26,1166760,1850676,41.745816916,-87.664535168,"(41.745816916, -87.664535168)"
JE328955,08/06/2021 11:30:00 AM,001XX W 110TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,513,34,08B,1177362,1832013,41.69437047,-87.626249135,"(41.69437047, -87.626249135)"
JE328214,08/06/2021 11:30:00 AM,031XX S KEDVALE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,1031,22,26,1149215,1883388,41.835939947,-87.727980254,"(41.835939947, -87.727980254)"
JE328189,08/06/2021 11:30:00 AM,115XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,STREET,N,N,532,9,08A,1181500,1828663,41.68508339,-87.611201716,"(41.68508339, -87.611201716)"
JE328253,08/06/2021 11:30:00 AM,017XX W CATALPA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,2012,40,08A,1163680,1936573,41.981591319,-87.673401497,"(41.981591319, -87.673401497)"
JE328282,08/06/2021 11:30:00 AM,017XX W 78TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,611,17,05,1166225,1852974,41.752134349,-87.666430254,"(41.752134349, -87.666430254)"
JE328242,08/06/2021 11:40:00 AM,007XX E 111TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,POLICE FACILITY / VEHICLE PARKING LOT,Y,N,531,9,14,1183356,1831503,41.692833841,-87.60431945,"(41.692833841, -87.60431945)"
JE328187,08/06/2021 11:40:00 AM,005XX W ROOSEVELT RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,124,25,06,1172783,1894971,41.867236282,-87.641158588,"(41.867236282, -87.641158588)"
JE328597,08/06/2021 11:45:00 AM,072XX W COYLE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,1611,41,05,1127163,1945639,42.007162769,-87.807497737,"(42.007162769, -87.807497737)"
JE328190,08/06/2021 11:45:00 AM,073XX S SOUTH SHORE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE - COMMERCIAL,N,N,334,7,14,1195179,1857404,41.763625742,-87.560182233,"(41.763625742, -87.560182233)"
JE328209,08/06/2021 11:50:00 AM,034XX N PLAINFIELD AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,Y,1631,38,06,1120155,1921718,41.94163599,-87.833795283,"(41.94163599, -87.833795283)"
JE328513,08/06/2021 11:54:00 AM,023XX N CLYBOURN AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1811,2,06,1165441,1915547,41.923857611,-87.667525821,"(41.923857611, -87.667525821)"
JE328258,08/06/2021 11:59:00 AM,109XX S CHURCH ST,2023,NARCOTICS,POSSESS - HEROIN (TAN / BROWN TAR),RESIDENCE,Y,N,2212,19,18,1167408,1832271,41.69529692,-87.66268612,"(41.69529692, -87.66268612)"
JE331832,08/06/2021 12:00:00 PM,091XX S HARVARD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,634,21,11,1175650,1843893,41.727009263,-87.632163023,"(41.727009263, -87.632163023)"
JE328683,08/06/2021 12:00:00 PM,085XX S PAULINA ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,614,21,11,1166498,1848109,41.738778279,-87.66556818,"(41.738778279, -87.66556818)"
JE328670,08/06/2021 12:00:00 PM,014XX N BOSWORTH AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),N,N,1433,2,11,1165794,1909744,41.907926289,-87.66639458,"(41.907926289, -87.66639458)"
JE331526,08/06/2021 12:00:00 PM,103XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,512,9,06,1182639,1836357,41.706170476,-87.606794581,"(41.706170476, -87.606794581)"
JE328228,08/06/2021 12:00:00 PM,071XX S EMERALD AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,732,6,08A,1172577,1857629,41.76477078,-87.643016122,"(41.76477078, -87.643016122)"
JE332789,08/06/2021 12:00:00 PM,034XX W DEVON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SIDEWALK,N,N,1711,50,11,1152439,1942216,41.997306221,-87.714592816,"(41.997306221, -87.714592816)"
JE330254,08/06/2021 12:00:00 PM,003XX W ADAMS ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,BANK,N,N,122,42,11,1174252,1899403,41.87936535,-87.635633473,"(41.87936535, -87.635633473)"
JE328771,08/06/2021 12:00:00 PM,056XX W LAWRENCE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,Y,1622,45,05,1137657,1931347,41.967761002,-87.769234091,"(41.967761002, -87.769234091)"
JE328738,08/06/2021 12:00:00 PM,045XX N NARRAGANSETT AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,1622,38,11,1132870,1929391,41.96247868,-87.786881651,"(41.96247868, -87.786881651)"
JE328833,08/06/2021 12:00:00 PM,037XX N PIONEER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1631,38,11,1120734,1923824,41.947405848,-87.831621858,"(41.947405848, -87.831621858)"
JE331976,08/06/2021 12:00:00 PM,047XX S LEAMINGTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,814,22,11,1142827,1872607,41.806476387,-87.75168817,"(41.806476387, -87.75168817)"
JE331675,08/06/2021 12:00:00 PM,067XX S WINCHESTER AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,N,N,726,16,08B,,,,,
JE335010,08/06/2021 12:00:00 PM,023XX S KIRKLAND AVE,1135,DECEPTIVE PRACTICE,INSURANCE FRAUD,RESIDENCE,N,N,1013,22,11,1147720,1888148,41.849030802,-87.733343975,"(41.849030802, -87.733343975)"
JE336379,08/06/2021 12:00:00 PM,065XX N GLENWOOD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,2432,49,11,,,,,
JE328241,08/06/2021 12:07:00 PM,012XX W NORTH AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,1433,2,06,1168038,1910796,41.910764867,-87.658120918,"(41.910764867, -87.658120918)"
JE328225,08/06/2021 12:15:00 PM,003XX W SWANN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,925,3,08A,1174892,1874071,41.809838069,-87.634040886,"(41.809838069, -87.634040886)"
JE328645,08/06/2021 12:15:00 PM,079XX S SOUTH SHORE DR,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,PARK PROPERTY,N,Y,422,7,26,1198530,1853026,41.751528912,-87.548046864,"(41.751528912, -87.548046864)"
JE328218,08/06/2021 12:15:00 PM,027XX W 26TH ST,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,1034,24,08A,1158471,1886651,41.844709968,-87.693927427,"(41.844709968, -87.693927427)"
JE328612,08/06/2021 12:17:00 PM,077XX S COLES AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,N,Y,421,7,26,1197052,1854260,41.754951987,-87.553421914,"(41.754951987, -87.553421914)"
JE328280,08/06/2021 12:20:00 PM,0000X E OHIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1834,42,07,1176541,1904203,41.89248544,-87.627083674,"(41.89248544, -87.627083674)"
JE328285,08/06/2021 12:22:00 PM,087XX S MARQUETTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,423,7,08B,1195775,1847458,41.736318435,-87.558326169,"(41.736318435, -87.558326169)"
JE328271,08/06/2021 12:30:00 PM,038XX S MICHIGAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,213,3,05,1177828,1879596,41.824933076,-87.623104662,"(41.824933076, -87.623104662)"
JE328276,08/06/2021 12:33:00 PM,020XX W CHICAGO AVE,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,N,N,1221,1,08B,1162427,1905327,41.895876878,-87.678886934,"(41.895876878, -87.678886934)"
JE329380,08/06/2021 12:35:00 PM,0000X E WALTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1833,42,07,1176846,1906936,41.89997803,-87.625880784,"(41.89997803, -87.625880784)"
JE328286,08/06/2021 12:38:00 PM,023XX W WASHINGTON BLVD,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,1223,27,04B,1160899,1900629,41.883017012,-87.684629394,"(41.883017012, -87.684629394)"
JE331586,08/06/2021 12:39:00 PM,088XX S COLFAX AVE,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESIDENCE,N,N,423,7,17,1195023,1846956,41.734959454,-87.561097685,"(41.734959454, -87.561097685)"
JE328675,08/06/2021 12:39:00 PM,088XX S COLFAX AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,423,7,08A,1195023,1846956,41.734959454,-87.561097685,"(41.734959454, -87.561097685)"
JE328739,08/06/2021 12:43:00 PM,053XX W LAWRENCE AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1623,45,06,1140102,1931404,41.967872889,-87.76024251,"(41.967872889, -87.76024251)"
JE328294,08/06/2021 12:55:00 PM,055XX N CUMBERLAND AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),Y,N,1614,41,08B,1119316,1935673,41.979943613,-87.836581692,"(41.979943613, -87.836581692)"
JE330444,08/06/2021 12:55:00 PM,045XX S LAFLIN ST,0810,THEFT,OVER $500,STREET,N,N,924,15,06,1167096,1874661,41.81162761,-87.662618514,"(41.81162761, -87.662618514)"
JE328292,08/06/2021 01:00:00 PM,109XX S DOTY AVE W,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,513,9,07,1185440,1832668,41.695982095,-87.596653142,"(41.695982095, -87.596653142)"
JE328296,08/06/2021 01:00:00 PM,089XX S PLEASANT AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,2221,19,05,1164350,1845222,41.730901376,-87.673519136,"(41.730901376, -87.673519136)"
JE328413,08/06/2021 01:00:00 PM,0000X W RANDOLPH ST,0810,THEFT,OVER $500,STREET,N,N,111,42,06,1175768,1901280,41.884481993,-87.630010542,"(41.884481993, -87.630010542)"
JE328328,08/06/2021 01:00:00 PM,075XX S RACINE AVE,0560,ASSAULT,SIMPLE,LIBRARY,N,N,612,17,08A,1169626,1854830,41.757154442,-87.653913374,"(41.757154442, -87.653913374)"
JE328409,08/06/2021 01:00:00 PM,048XX W MADISON ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,N,N,1533,28,08B,1144224,1899588,41.880489945,-87.745887499,"(41.880489945, -87.745887499)"
